ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間    1週間あたり【   】時間 (※半角数字で入力してください),予習・復習を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),学校の勉強以外を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間  1週間あたり【   】時間 (※半角数字で入力してください),勉強の計画を立てる時間  1週間あたり【   】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?
410,2025-02-20 13:23:12,2025-02-20 13:27:18,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,使っていない;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,ない,3.0,1.0,3.0,2.0,1.0,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
411,2025-02-20 13:21:18,2025-02-20 13:27:20,anonymous,,西賀茂中学校,中学校3年生,中学校,０/2,ほとんど使用していない,外国語;理科;算数・数学;社会;国語;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない
412,2025-02-20 13:12:11,2025-02-20 13:27:24,anonymous,,西賀茂中学校,中学校3年生,中学校,2/3,ほぼ毎時間,国語;外国語;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,全く使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
413,2025-02-20 13:23:27,2025-02-20 13:27:25,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,20.0,0.0,0.0,賛成である,強く賛成である,強く賛成である,賛成である,強く賛成である,賛成である,強く賛成である,強く賛成である,強く賛成である,どちらかというと反対である
414,2025-02-20 13:24:47,2025-02-20 13:27:28,anonymous,,西賀茂中学,中学校3年生,中学校,００,ほとんど使用していない,外国語;,あまり使いこなすことができなかった,タイマー;,AI推薦（すいせん）;,全く使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
415,2025-02-20 13:20:40,2025-02-20 13:27:31,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,ほとんど使ったことがない;,全く使用しない,使用することがある,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,少しあてはまる,使っていない,,2.0,3.0,5.0,3.0,1.0,賛成である,強く賛成である,賛成である,強く賛成である,強く賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
416,2025-02-20 13:17:46,2025-02-20 13:27:35,anonymous,,西賀茂中学校,中学校3年生,中学校,0/2,1ヶ月に数回程度,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;理解度チェックダッシュボード;,あまり使用しない,使用することがある,使用することがある,使用することがある,あまり使用しない,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あてはまる,周りの人の苦手なところも知れて、勉強するときに参考にできていい,1.0,1.0,0.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である
417,2025-02-20 13:21:25,2025-02-20 13:27:43,anonymous,,西賀茂中学校,中学校3年生,中学校,０/1,ほとんど使用していない,理科;,あまり使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,,1.0,9.0,3.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
418,2025-02-20 13:18:13,2025-02-20 13:27:55,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,1ヶ月に数回程度,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,3.0,4.0,12.0,3.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
419,2025-02-20 13:23:27,2025-02-20 13:28:10,anonymous,,西賀茂中学校,中学校3年生,中学校,０/０,ほとんど使用していない,使用していない;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である
420,2025-02-20 13:23:31,2025-02-20 13:28:12,anonymous,,西賀茂中学校,中学校3年生,中学校,０/０,ほとんど使用していない,無;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,使う意味ない　使う意味考えろ　むだ,0.0,0.0,0.0,0.0,0.0,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である,強く反対である
421,2025-02-20 13:18:46,2025-02-20 13:28:16,anonymous,,西賀茂中学校,中学校3年生,中学校,０/2,1ヶ月に数回程度,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,使用することがある,使用することがある,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,1.0,1.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
422,2025-02-20 13:26:08,2025-02-20 13:28:19,anonymous,,西賀茂中学校,中学校3年生,中学校,0/2,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,1.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,強く賛成である
423,2025-02-20 13:19:00,2025-02-20 13:28:22,anonymous,,西賀茂中学校,中学校3年生,中学校,０/２,1ヶ月に数回程度,理科;,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,使用することがある,あまり使用しない,使用することがある,質問の意味がわからない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,分かりやすいです,4.0,2.0,4.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
424,2025-02-20 13:16:33,2025-02-20 13:28:27,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;理解度チェックダッシュボード;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,特になし,6.0,1.0,25.0,1.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,反対である
425,2025-02-20 13:20:34,2025-02-20 13:28:35,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,使ってない;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,7.0,6.0,20.0,0.0,0.0,賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,どちらかというと賛成である,反対である,強く賛成である,賛成である,どちらかというと賛成である
426,2025-02-20 13:23:19,2025-02-20 13:28:47,anonymous,,西賀茂中学校,中学校3年生,中学校,0/２,ほとんど使用していない,理科;,使いこなすことができた,メモ;マーカー;,閲覧（えつらん）時間集計;マーカー分析（ぶんせき）;メモ分析（ぶんせき）;,頻繁（ひんぱん）に使用している,全く使用しない,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,0.0,0.0,0.0,0.0,0.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である
427,2025-02-20 13:20:18,2025-02-20 13:28:52,anonymous,,西賀茂中学校,中学校3年生,中学校,してません,ほとんど使用していない,してません;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,0.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
428,2025-02-20 13:19:35,2025-02-20 13:28:56,anonymous,,西賀茂中学校,中学校3年生,中学校,0/2,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,使用することがある,使用することがある,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,あてはまる,あてはまる,あてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,2.0,8.0,16.0,1.0,1.0,強く賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,強く賛成である
429,2025-02-20 13:22:41,2025-02-20 13:29:24,anonymous,,西賀茂中学校,中学校3年生,中学校,0/2,1ヶ月に数回程度,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,使用することがある,頻繁（ひんぱん）に使用している,あまり使用しない,質問の意味がわからない,あてはまる,あまりあてはまらない,少しあてはまる,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,,7.0,10.0,21.0,0.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,強く賛成である,強く賛成である,どちらかというと賛成である,質問の意味がわからない,どちらかというと反対である,反対である,強く反対である
430,2025-02-20 13:20:58,2025-02-20 13:29:41,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,1ヶ月に数回程度,理科;,あまり使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,全く使用しない,あまり使用しない,全く使用しない,あまり使用しない,全く使用しない,少しあてはまる,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,使い方があまり理解できなかった,0.5,2.0,2.0,0.5,0.3,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である
431,2025-02-20 13:18:43,2025-02-20 13:29:51,anonymous,,西賀茂中学校,中学校3年生,中学校,0/6,1ヶ月に数回程度,理科;,使いこなすことができた,メモ;マーカー;手書き;,理解度チェックダッシュボード;マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,,7.0,6.0,7.0,7.0,7.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
432,2025-02-20 13:22:35,2025-02-20 13:30:18,anonymous,,西賀茂中学校,中学校3年生,中学校,0/１,ほとんど使用していない,理科;,とてもうまく使いこなすことができた,ほとんど使ったことがない;,マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
433,2025-02-20 13:24:51,2025-02-20 13:30:35,anonymous,,西賀茂中学校,中学校3年生,中学校,0/２,ほとんど使用していない,理科;,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,使用することがある,使用することがある,使用することがある,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,2.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
434,2025-02-20 13:24:32,2025-02-20 13:31:08,anonymous,,西賀茂中学校,中学校3年生,中学校,3か月,1ヶ月に数回程度,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,使用することがある,使用することがある,使用することがある,使用することがある,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,初めはあまりうまく使えなかった,3.0,3.0,15.0,1.0,1.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である
435,2025-02-20 13:25:04,2025-02-20 13:31:09,anonymous,,西賀茂中学校,中学校3年生,中学校,0/２,ほぼ毎時間,国語;社会;理科;外国語;,とてもうまく使いこなすことができた,メモ;マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,,2.0,2.0,2.0,2.0,2.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である
436,2025-02-20 13:22:24,2025-02-20 13:31:11,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,2.0,25.0,3.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
437,2025-02-20 13:21:42,2025-02-20 13:31:47,anonymous,,西賀茂中学校,中学校3年生,中学校,０,ほとんど使用していない,理科;,まったく使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,3.0,3.0,20.0,2.0,1.2,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
438,2025-02-20 13:17:40,2025-02-20 13:33:16,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科;,使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,全く使用しない,あまり使用しない,使用することがある,あまり使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,マーカー楽しかったです。,0.0,0.0,40.0,0.0,1.0,賛成である,どちらかというと反対である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である
439,2025-02-20 13:25:28,2025-02-20 13:33:28,anonymous,,西賀茂中学校,中学校3年生,中学校,0/０,ほとんど使用していない,理科;,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,使っていない,使っていない,使っていない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,,1.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
440,2025-02-20 13:29:49,2025-02-20 13:33:32,anonymous,,西賀茂中学校,中学校3年生,中学校,1,1週間に数回程度,国語;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,1.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
441,2025-02-20 13:27:14,2025-02-20 13:34:49,anonymous,,西賀茂中学校,中学校3年生,中学校,1/０,ほぼ毎時間,国語;,とてもうまく使いこなすことができた,クイズ;,閲覧（えつらん）時間集計;クイズ集計;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,3.0,3.0,2.0,2.0,5.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
442,2025-02-20 13:31:02,2025-02-20 13:36:06,anonymous,,西賀茂中学校,中学校3年生,中学校,０,ほとんど使用していない,理科;,あまり使いこなすことができなかった,クイズ;,クイズ集計;,頻繁（ひんぱん）に使用している,あまり使用しない,全く使用しない,使用することがある,使用することがある,少しあてはまる,あてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あてはまらない,あてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,あ,1.0,1.0,1.0,1.0,1.0,強く賛成である,どちらかというと賛成である,賛成である,どちらかというと反対である,強く賛成である,どちらかというと反対である,強く反対である,どちらかというと反対である,強く賛成である,どちらかというと賛成である
443,2025-02-20 13:19:22,2025-02-20 13:36:08,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,1週間に数回程度,理科;,とてもうまく使いこなすことができた,マーカー;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,7.0,7.0,14.0,1.0,2.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
444,2025-02-20 13:21:57,2025-02-20 13:36:10,anonymous,,西賀茂中学校,中学校3年生,中学校,0/１,1週間に数回程度,理科;,とてもうまく使いこなすことができた,マーカー;,マーカー分析（ぶんせき）;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,7.0,7.0,2.0,1.0,2.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
445,2025-02-20 13:29:44,2025-02-20 13:39:02,anonymous,,西賀も中学校,中学校3年生,中学校,0/0,ほとんど使用していない,国語;社会;算数・数学;理科;外国語;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,強く賛成である
446,2025-02-20 13:34:40,2025-02-20 13:39:17,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,国語;外国語;,あまり使いこなすことができなかった,メモ;タイマー;,ワードクラウド;AIエージェント（AI先生・Tammy等）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使っていない,使っていない,使っていない,使っていない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまらない,,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
447,2025-02-20 13:37:34,2025-02-20 13:40:40,anonymous,,西賀茂中学,中学校3年生,中学校,0/1,ほとんど使用していない,理科;,とてもうまく使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,頻繁（ひんぱん）に使用している,頻繁（ひんぱん）に使用している,全く使用しない,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,1.0,1.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
