ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),予習・復習を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),学校の勉強以外を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間 1週間あたり【 】時間 (※半角数字で入力してください),勉強の計画を立てる時間 1週間あたり【 】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?,is_combined_jhs_hs,school_geo_prefix,学校種_canon,学校名_canon,学年_canon,利用期間_years,利用期間_months,利用期間_total_months,level_filled_from_grade,needs_manual_level,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校)_canon,respondent_id
277,2025-02-18 11:33:49,2025-02-18 11:46:07,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,国語;理科,使いこなすことができた,マーカー;,マーカー分析(ぶんせき);,使用することがある,あまり使用しない,使用することがある,あまり使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,,5.0,3.0,5.0,1.0,0.3,賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,False,,小学校,岩沼小学校,小6,0,6,6,False,False,岩沼小学校,276
278,2025-02-18 11:33:29,2025-02-18 11:47:06,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,理科,あまり使いこなすことができなかった,マーカー;,マーカー分析(ぶんせき);,使用することがある,使用することがある,使用することがある,使用することがある,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,ーー,4.0,4.0,0.0,3.0,2.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,小学校,岩沼小学校,小6,0,6,6,False,False,岩沼小学校,277
279,2025-02-18 11:34:05,2025-02-18 11:47:33,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,理科,あまり使いこなすことができなかった,マーカー;,マーカー分析(ぶんせき);,使用することがある,使用することがある,使用することがある,使用することがある,全く使用しない,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,ー,2.0,4.0,2.0,0.0,1.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,賛成である,賛成である,賛成である,強く賛成である,False,,小学校,岩沼小学校,小6,0,6,6,False,False,岩沼小学校,278
280,2025-02-18 11:33:34,2025-02-18 11:47:42,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1ヶ月に数回程度,国語;理科,とてもうまく使いこなすことができた,マーカー;,マーカー分析(ぶんせき);,使用することがある,使用することがある,あまり使用しない,使用することがある,全く使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あてはまらない,あてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,,2.0,0.0,2.0,0.0,0.0,強く賛成である,反対である,賛成である,賛成である,反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,賛成である,強く賛成である,False,,小学校,岩沼小学校,小6,0,6,6,False,False,岩沼小学校,279
281,2025-02-18 11:33:56,2025-02-18 11:48:49,anonymous,,岩沼小学校,小学校6年生,小学校,0/6,1週間に数回程度,国語;理科,あまり使いこなすことができなかった,マーカー;,マーカー分析(ぶんせき);,使用することがある,使用することがある,あまり使用しない,使用することがある,全く使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,,8.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,小学校,岩沼小学校,小6,0,6,6,False,False,岩沼小学校,280
282,2025-02-20 10:25:47,2025-02-20 10:28:48,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,,2.0,1.0,0.0,1.0,0.0,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,281
283,2025-02-20 10:25:54,2025-02-20 10:30:19,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,1週間に数回程度,算数・数学,使いこなすことができた,手書き;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,書きづらい,2.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,賛成である,どちらかというと反対である,どちらかというと賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,282
284,2025-02-20 10:25:03,2025-02-20 10:31:21,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,使いこなすことができた,マーカー;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,全く使用しない,あてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,ズーム操作など少ししずらいため、改善してほしい。書き込む際のラグもないようにしてほしい。,1.0,2.0,2.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,強く賛成である,賛成である,賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,283
285,2025-02-20 10:25:51,2025-02-20 10:31:32,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あてはまらない,あてはまらない,ラグすぎて、使いずらい、計算データがなくなってしまう、 スラスラ描けるようにしたい,1.0,2.0,14.0,1.0,0.0,どちらかというと賛成である,どちらかというと賛成である,賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,284
286,2025-02-20 10:26:01,2025-02-20 10:31:52,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,あまり使いこなすことができなかった,マーカー;手書き;,マーカー分析(ぶんせき);メモ分析(ぶんせき);,あまり使用しない,あまり使用しない,使用することがある,使用することがある,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,あてはまらない,,7.0,0.0,0.5,0.0,1.0,賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,285
287,2025-02-20 10:25:30,2025-02-20 10:32:00,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,1.0,1.0,2.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,286
288,2025-02-20 10:25:38,2025-02-20 10:32:41,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,ほとんど使用していない,算数・数学,まったく使いこなすことができなかった,手書き;マーカー;メモ;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,全く使用しない,あてはまる,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,ズームした時に戻らなくなることが多々あるので、ズーム機能やズームアウト機能の改善をしてほしい。,16.0,10.0,16.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,287
289,2025-02-20 10:25:27,2025-02-20 10:33:21,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,1週間に数回程度,算数・数学,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,画面が固まったり綺麗に書き込めなかったり操作がしにくい。,1.0,2.0,2.0,1.0,0.0,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,288
290,2025-02-20 10:27:28,2025-02-20 10:33:25,anonymous,,天塩高等学校,高校2年生,高等学校,0/6,ほとんど使用していない,外国語,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,使用することがある,使用することがある,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,5.0,4.0,20.0,7.0,2.0,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,どちらかというと賛成である,False,,高等学校,天塩高等学校,高2,0,6,6,False,False,北海道天塩高等学校,289
291,2025-02-20 10:25:56,2025-02-20 10:33:56,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,1ヶ月に数回程度,算数・数学,使いこなすことができた,手書き;,ほとんど使ったことがない;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,少しあてはまる,書きやすくしてほしい。ラグが多い。,2.0,2.0,1.0,1.0,1.0,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,反対である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,290
292,2025-02-20 10:25:04,2025-02-20 10:34:00,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,1ヶ月に数回程度,算数・数学,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,全く使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,天塩高校では、手書き機能を使って問題を解く形式でLEAFシステムを使用しているのですが、二つ不便な点があります。一つ目は定規機能がないこと。二つ目は手書き機能を押しているときズームできないことです。改善お願いします。,1.0,9.0,0.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,強く反対である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,291
293,2025-02-20 10:24:58,2025-02-20 10:34:29,anonymous,,天塩高等学校,高校2年生,高等学校,0/4,1ヶ月に数回程度,算数・数学,あまり使いこなすことができなかった,手書き;マーカー;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,質問の意味がわからない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,Leafシステムを用いる際に行う演習問題などで手書きで書こうとするとラグが生じたり、ズームインアウトが勝手にされるため使いづらさを感じてしまう。その反面教師側は一人一人の解き方が見やすくどこでわからなくなってしまうのかもわかりやすいため教える面では良いと思う。,2.0,2.0,10.0,2.0,2.0,どちらかというと賛成である,賛成である,強く賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,強く賛成である,False,,高等学校,天塩高等学校,高2,0,4,4,False,False,北海道天塩高等学校,292
294,2025-02-20 13:17:53,2025-02-20 13:19:58,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,未使用,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西賀茂中学校,中3,0,0,0,False,False,西賀茂中学校,293
295,2025-02-20 13:15:33,2025-02-20 13:20:09,anonymous,,西賀茂中学校,中学校3年生,中学校,0/5,ほとんど使用していない,理科,使いこなすことができた,マーカー;手書き;,マーカー分析(ぶんせき);理解度チェックダッシュボード;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,0.5,0.0,0.5,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西賀茂中学校,中3,0,5,5,False,False,西賀茂中学校,294
296,2025-02-20 13:16:15,2025-02-20 13:20:27,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,1.0,0.0,0.0,0.0,0.0,強く反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西賀茂中学校,中3,0,1,1,False,False,西賀茂中学校,295
297,2025-02-20 13:08:15,2025-02-20 13:20:28,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科,とてもうまく使いこなすことができた,ほとんど使ったことがない;,マーカー分析(ぶんせき);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,,1.0,1.0,2.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西賀茂中学校,中3,0,1,1,False,False,西賀茂中学校,296
298,2025-02-20 13:17:21,2025-02-20 13:20:30,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,強く賛成である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,強く反対である,False,,中学校,西賀茂中学校,中3,0,0,0,False,False,西賀茂中学校,297
299,2025-02-20 13:17:08,2025-02-20 13:20:32,anonymous,,西賀茂中学校,中学校3年生,中学校,0/3,ほとんど使用していない,理科,使いこなすことができた,マーカー;,マーカー分析(ぶんせき);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,2.0,3.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西賀茂中学校,中3,0,3,3,False,False,西賀茂中学校,298
300,2025-02-20 13:16:57,2025-02-20 13:20:33,anonymous,,西賀茂中学校,中学校3年生,中学校,0/5,ほとんど使用していない,理科,とてもうまく使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,4.0,1.0,9.0,0.0,0.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く反対である,False,,中学校,西賀茂中学校,中3,0,5,5,False,False,西賀茂中学校,299
301,2025-02-20 13:16:21,2025-02-20 13:20:45,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,いいと思う,6.0,0.0,35.0,2.0,1.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,賛成である,強く賛成である,強く賛成である,False,,中学校,西賀茂中学校,中3,0,0,0,False,False,西賀茂中学校,300
302,2025-02-20 13:16:07,2025-02-20 13:20:50,anonymous,,西賀茂中学校,中学校3年生,中学校,5/15,ほとんど使用していない,理科,使いこなすことができた,メモ;マーカー;,閲覧(えつらん)時間集計;マーカー分析(ぶんせき);理解度チェックダッシュボード;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,1.0,7.0,7.0,1.0,1.0,どちらかというと賛成である,賛成である,強く賛成である,賛成である,強く賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西賀茂中学校,中3,6,3,75,False,False,西賀茂中学校,301
303,2025-02-20 13:16:43,2025-02-20 13:20:55,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科,とてもうまく使いこなすことができた,マーカー;手書き;,閲覧(えつらん)時間集計;マーカー分析(ぶんせき);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,ほとんど使っていない,40.0,3.0,38.0,0.0,0.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,False,,中学校,西賀茂中学校,中3,0,1,1,False,False,西賀茂中学校,302
304,2025-02-20 13:16:53,2025-02-20 13:21:12,anonymous,,西賀茂中学校,中学校3年生,中学校,0/3,ほとんど使用していない,理科,とてもうまく使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,14.0,5.0,9.0,0.0,0.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く反対である,False,,中学校,西賀茂中学校,中3,0,3,3,False,False,西賀茂中学校,303
305,2025-02-20 13:17:51,2025-02-20 13:21:13,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,5.0,5.0,5.0,5.0,5.0,どちらかというと反対である,反対である,反対である,反対である,反対である,反対である,反対である,反対である,反対である,反対である,False,,中学校,西賀茂中学校,中3,0,0,0,False,False,西賀茂中学校,304
306,2025-02-20 13:17:09,2025-02-20 13:21:17,anonymous,,西賀茂中学校,中学校3年生,中学校,0/1,ほとんど使用していない,理科,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,20.0,20.0,20.0,1.0,1.0,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,False,,中学校,西賀茂中学校,中3,0,1,1,False,False,西賀茂中学校,305
307,2025-02-20 13:15:57,2025-02-20 13:21:21,anonymous,,西賀茂中学校,中学校3年生,中学校,0/7,ほとんど使用していない,理科,使いこなすことができた,マーカー;,理解度チェックダッシュボード;マーカー分析(ぶんせき);,全く使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,あてはまらない,少しあてはまる,少しあてはまる,,0.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,反対である,False,,中学校,西賀茂中学校,中3,0,7,7,False,False,西賀茂中学校,306
308,2025-02-20 13:17:38,2025-02-20 13:21:24,anonymous,,西賀茂中学校,中学校3年生,中学校,0,ほとんど使用していない,理科,システムそのものがよくわからない,メモ;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,25.0,6.0,9.0,9.0,1.0,質問の意味がわからない,強く賛成である,強く賛成である,反対である,どちらかというと反対である,賛成である,賛成である,どちらかというと賛成である,強く賛成である,質問の意味がわからない,False,,中学校,西賀茂中学校,中3,0,0,0,False,False,西賀茂中学校,307
